Id,System,Area,Module,Options,Menu,Acesso
1750,TRAX,Manutenção_Linha,System_Administration,Blob_Image_Size_Reduction,UPDATE,NO
1751,TRAX,MCC,System_Administration,Blob_Image_Size_Reduction,UPDATE,NO
1752,TRAX,Plan_Materiais,System_Administration,Blob_Image_Size_Reduction,UPDATE,NO
1753,TRAX,GSE,System_Administration,Blob_Image_Size_Reduction,UPDATE,NO
1754,TRAX,Simulador,System_Administration,Blob_Image_Size_Reduction,UPDATE,NO
1755,TRAX,Almoxarifado,System_Administration,Blob_Image_Size_Reduction,UPDATE,NO
1756,TRAX,Suprimentos,System_Administration,Blob_Image_Size_Reduction,UPDATE,NO
1757,TRAX,Redelivery,System_Administration,Blob_Image_Size_Reduction,UPDATE,NO
1758,TRAX,Eng_Manutenção,System_Administration,Blob_Image_Size_Reduction,UPDATE,NO
1759,TRAX,Plan_Compras,System_Administration,Blob_Image_Size_Reduction,UPDATE,NO
1760,TRAX,Plan_Manutenção_Linha,System_Administration,Control_Panel,UPDATE,NO
1761,TRAX,Plan_Manutenção_Heavy,System_Administration,Control_Panel,UPDATE,NO
1762,TRAX,PCP,System_Administration,Control_Panel,UPDATE,NO
1763,TRAX,PCO,System_Administration,Control_Panel,UPDATE,NO
1764,TRAX,Qualidade_Manutenção,System_Administration,Control_Panel,UPDATE,NO
1765,TRAX,Manutenção_Linha,System_Administration,Control_Panel,UPDATE,NO
1766,TRAX,MCC,System_Administration,Control_Panel,UPDATE,NO
1767,TRAX,Plan_Materiais,System_Administration,Control_Panel,UPDATE,NO
1768,TRAX,GSE,System_Administration,Control_Panel,UPDATE,NO
1769,TRAX,Simulador,System_Administration,Control_Panel,UPDATE,NO
1770,TRAX,Almoxarifado,System_Administration,Control_Panel,UPDATE,NO
1771,TRAX,Suprimentos,System_Administration,Control_Panel,UPDATE,NO
1772,TRAX,Redelivery,System_Administration,Control_Panel,UPDATE,NO
1773,TRAX,Eng_Manutenção,System_Administration,Control_Panel,UPDATE,NO
1774,TRAX,Plan_Compras,System_Administration,Control_Panel,UPDATE,NO
1775,TRAX,Plan_Manutenção_Linha,System_Administration,Convert_Run,UPDATE,NO
1776,TRAX,Plan_Manutenção_Heavy,System_Administration,Convert_Run,UPDATE,NO
1777,TRAX,PCP,System_Administration,Convert_Run,UPDATE,NO
1778,TRAX,PCO,System_Administration,Convert_Run,UPDATE,NO
1779,TRAX,Qualidade_Manutenção,System_Administration,Convert_Run,UPDATE,NO
1780,TRAX,Manutenção_Linha,System_Administration,Convert_Run,UPDATE,NO
1781,TRAX,MCC,System_Administration,Convert_Run,UPDATE,NO
1782,TRAX,Plan_Materiais,System_Administration,Convert_Run,UPDATE,NO
1783,TRAX,GSE,System_Administration,Convert_Run,UPDATE,NO
1784,TRAX,Simulador,System_Administration,Convert_Run,UPDATE,NO
1785,TRAX,Almoxarifado,System_Administration,Convert_Run,UPDATE,NO
1786,TRAX,Suprimentos,System_Administration,Convert_Run,UPDATE,NO
1787,TRAX,Redelivery,System_Administration,Convert_Run,UPDATE,NO
1788,TRAX,Eng_Manutenção,System_Administration,Convert_Run,UPDATE,NO
1789,TRAX,Plan_Compras,System_Administration,Convert_Run,UPDATE,NO
1790,TRAX,Plan_Manutenção_Linha,System_Administration,Database_Password_Change,UPDATE,NO
1791,TRAX,Plan_Manutenção_Heavy,System_Administration,Database_Password_Change,UPDATE,NO
1792,TRAX,PCP,System_Administration,Database_Password_Change,UPDATE,NO
1793,TRAX,PCO,System_Administration,Database_Password_Change,UPDATE,NO
1794,TRAX,Qualidade_Manutenção,System_Administration,Database_Password_Change,UPDATE,NO
1795,TRAX,Manutenção_Linha,System_Administration,Database_Password_Change,UPDATE,NO
1796,TRAX,MCC,System_Administration,Database_Password_Change,UPDATE,NO
1797,TRAX,Plan_Materiais,System_Administration,Database_Password_Change,UPDATE,NO
1798,TRAX,GSE,System_Administration,Database_Password_Change,UPDATE,NO
1799,TRAX,Simulador,System_Administration,Database_Password_Change,UPDATE,NO
1800,TRAX,Almoxarifado,System_Administration,Database_Password_Change,UPDATE,NO
1801,TRAX,Suprimentos,System_Administration,Database_Password_Change,UPDATE,NO
1802,TRAX,Redelivery,System_Administration,Database_Password_Change,UPDATE,NO
1803,TRAX,Eng_Manutenção,System_Administration,Database_Password_Change,UPDATE,NO
1804,TRAX,Plan_Compras,System_Administration,Database_Password_Change,UPDATE,NO
1805,TRAX,Plan_Manutenção_Linha,System_Administration,Database_Session_Manager,UPDATE,NO
1806,TRAX,Plan_Manutenção_Heavy,System_Administration,Database_Session_Manager,UPDATE,NO
1807,TRAX,PCP,System_Administration,Database_Session_Manager,UPDATE,NO
1808,TRAX,PCO,System_Administration,Database_Session_Manager,UPDATE,NO
1809,TRAX,Qualidade_Manutenção,System_Administration,Database_Session_Manager,UPDATE,NO
1810,TRAX,Manutenção_Linha,System_Administration,Database_Session_Manager,UPDATE,NO
1811,TRAX,MCC,System_Administration,Database_Session_Manager,UPDATE,NO
1812,TRAX,Plan_Materiais,System_Administration,Database_Session_Manager,UPDATE,NO
1813,TRAX,GSE,System_Administration,Database_Session_Manager,UPDATE,NO
1814,TRAX,Simulador,System_Administration,Database_Session_Manager,UPDATE,NO
1815,TRAX,Almoxarifado,System_Administration,Database_Session_Manager,UPDATE,NO
1816,TRAX,Suprimentos,System_Administration,Database_Session_Manager,UPDATE,NO
1817,TRAX,Redelivery,System_Administration,Database_Session_Manager,UPDATE,NO
1818,TRAX,Eng_Manutenção,System_Administration,Database_Session_Manager,UPDATE,NO
1819,TRAX,Plan_Compras,System_Administration,Database_Session_Manager,UPDATE,NO
1820,TRAX,Plan_Manutenção_Linha,System_Administration,Document_Control_Mapping,UPDATE,NO
1821,TRAX,Plan_Manutenção_Heavy,System_Administration,Document_Control_Mapping,UPDATE,NO
1822,TRAX,PCP,System_Administration,Document_Control_Mapping,UPDATE,NO
1823,TRAX,PCO,System_Administration,Document_Control_Mapping,UPDATE,NO
1824,TRAX,Qualidade_Manutenção,System_Administration,Document_Control_Mapping,UPDATE,NO
1825,TRAX,Manutenção_Linha,System_Administration,Document_Control_Mapping,UPDATE,NO
1826,TRAX,MCC,System_Administration,Document_Control_Mapping,UPDATE,NO
1827,TRAX,Plan_Materiais,System_Administration,Document_Control_Mapping,UPDATE,NO
1828,TRAX,GSE,System_Administration,Document_Control_Mapping,UPDATE,NO
1829,TRAX,Simulador,System_Administration,Document_Control_Mapping,UPDATE,NO
1830,TRAX,Almoxarifado,System_Administration,Document_Control_Mapping,UPDATE,NO
1831,TRAX,Suprimentos,System_Administration,Document_Control_Mapping,UPDATE,NO
1832,TRAX,Redelivery,System_Administration,Document_Control_Mapping,UPDATE,NO
1833,TRAX,Eng_Manutenção,System_Administration,Document_Control_Mapping,UPDATE,NO
1834,TRAX,Plan_Compras,System_Administration,Document_Control_Mapping,UPDATE,NO
1835,TRAX,Plan_Manutenção_Linha,System_Administration,Email_Log,UPDATE,NO
1836,TRAX,Plan_Manutenção_Heavy,System_Administration,Email_Log,UPDATE,NO
1837,TRAX,PCP,System_Administration,Email_Log,UPDATE,NO
1838,TRAX,PCO,System_Administration,Email_Log,UPDATE,NO
1839,TRAX,Qualidade_Manutenção,System_Administration,Email_Log,UPDATE,NO
1840,TRAX,Manutenção_Linha,System_Administration,Email_Log,UPDATE,NO
1841,TRAX,MCC,System_Administration,Email_Log,UPDATE,NO
1842,TRAX,Plan_Materiais,System_Administration,Email_Log,UPDATE,NO
1843,TRAX,GSE,System_Administration,Email_Log,UPDATE,NO
1844,TRAX,Simulador,System_Administration,Email_Log,UPDATE,NO
1845,TRAX,Almoxarifado,System_Administration,Email_Log,UPDATE,NO
1846,TRAX,Suprimentos,System_Administration,Email_Log,UPDATE,NO
1847,TRAX,Redelivery,System_Administration,Email_Log,UPDATE,NO
1848,TRAX,Eng_Manutenção,System_Administration,Email_Log,UPDATE,NO
1849,TRAX,Plan_Compras,System_Administration,Email_Log,UPDATE,NO
1850,TRAX,Plan_Manutenção_Linha,System_Administration,Notes_Message_Cleanup,UPDATE,NO
1851,TRAX,Plan_Manutenção_Heavy,System_Administration,Notes_Message_Cleanup,UPDATE,NO
1852,TRAX,PCP,System_Administration,Notes_Message_Cleanup,UPDATE,NO
1853,TRAX,PCO,System_Administration,Notes_Message_Cleanup,UPDATE,NO
1854,TRAX,Qualidade_Manutenção,System_Administration,Notes_Message_Cleanup,UPDATE,NO
1855,TRAX,Manutenção_Linha,System_Administration,Notes_Message_Cleanup,UPDATE,NO
1856,TRAX,MCC,System_Administration,Notes_Message_Cleanup,UPDATE,NO
1857,TRAX,Plan_Materiais,System_Administration,Notes_Message_Cleanup,UPDATE,NO
1858,TRAX,GSE,System_Administration,Notes_Message_Cleanup,UPDATE,NO
1859,TRAX,Simulador,System_Administration,Notes_Message_Cleanup,UPDATE,NO
1860,TRAX,Almoxarifado,System_Administration,Notes_Message_Cleanup,UPDATE,NO
1861,TRAX,Suprimentos,System_Administration,Notes_Message_Cleanup,UPDATE,NO
1862,TRAX,Redelivery,System_Administration,Notes_Message_Cleanup,UPDATE,NO
1863,TRAX,Eng_Manutenção,System_Administration,Notes_Message_Cleanup,UPDATE,NO
1864,TRAX,Plan_Compras,System_Administration,Notes_Message_Cleanup,UPDATE,NO
1865,TRAX,Plan_Manutenção_Linha,System_Administration,System_Forms_Revision,UPDATE,NO
1866,TRAX,Plan_Manutenção_Heavy,System_Administration,System_Forms_Revision,UPDATE,NO
1867,TRAX,PCP,System_Administration,System_Forms_Revision,UPDATE,NO
1868,TRAX,PCO,System_Administration,System_Forms_Revision,UPDATE,NO
1869,TRAX,Qualidade_Manutenção,System_Administration,System_Forms_Revision,UPDATE,NO
1870,TRAX,Manutenção_Linha,System_Administration,System_Forms_Revision,UPDATE,NO
1871,TRAX,MCC,System_Administration,System_Forms_Revision,UPDATE,NO
1872,TRAX,Plan_Materiais,System_Administration,System_Forms_Revision,UPDATE,NO
1873,TRAX,GSE,System_Administration,System_Forms_Revision,UPDATE,NO
1874,TRAX,Simulador,System_Administration,System_Forms_Revision,UPDATE,NO
1875,TRAX,Almoxarifado,System_Administration,System_Forms_Revision,UPDATE,NO
1876,TRAX,Suprimentos,System_Administration,System_Forms_Revision,UPDATE,NO
1877,TRAX,Redelivery,System_Administration,System_Forms_Revision,UPDATE,NO
1878,TRAX,Eng_Manutenção,System_Administration,System_Forms_Revision,UPDATE,NO
1879,TRAX,Plan_Compras,System_Administration,System_Forms_Revision,UPDATE,NO
1880,TRAX,Plan_Manutenção_Linha,System_Administration,System_Printer_Control,UPDATE,NO
1881,TRAX,Plan_Manutenção_Heavy,System_Administration,System_Printer_Control,UPDATE,NO
1882,TRAX,PCP,System_Administration,System_Printer_Control,UPDATE,NO
1883,TRAX,PCO,System_Administration,System_Printer_Control,UPDATE,NO
1884,TRAX,Qualidade_Manutenção,System_Administration,System_Printer_Control,UPDATE,NO
1885,TRAX,Manutenção_Linha,System_Administration,System_Printer_Control,UPDATE,NO
1886,TRAX,MCC,System_Administration,System_Printer_Control,UPDATE,NO
1887,TRAX,Plan_Materiais,System_Administration,System_Printer_Control,UPDATE,NO
1888,TRAX,GSE,System_Administration,System_Printer_Control,UPDATE,NO
1889,TRAX,Simulador,System_Administration,System_Printer_Control,UPDATE,NO
1890,TRAX,Almoxarifado,System_Administration,System_Printer_Control,UPDATE,NO
1891,TRAX,Suprimentos,System_Administration,System_Printer_Control,UPDATE,NO
1892,TRAX,Redelivery,System_Administration,System_Printer_Control,UPDATE,NO
1893,TRAX,Eng_Manutenção,System_Administration,System_Printer_Control,UPDATE,NO
1894,TRAX,Plan_Compras,System_Administration,System_Printer_Control,UPDATE,NO
1895,TRAX,Plan_Manutenção_Linha,System_Administration,Transaction_Lock_Manager,UPDATE,NO
1896,TRAX,Plan_Manutenção_Heavy,System_Administration,Transaction_Lock_Manager,UPDATE,NO
1897,TRAX,PCP,System_Administration,Transaction_Lock_Manager,UPDATE,NO
1898,TRAX,PCO,System_Administration,Transaction_Lock_Manager,UPDATE,NO
1899,TRAX,Qualidade_Manutenção,System_Administration,Transaction_Lock_Manager,UPDATE,NO
1900,TRAX,Manutenção_Linha,System_Administration,Transaction_Lock_Manager,UPDATE,NO
1901,TRAX,MCC,System_Administration,Transaction_Lock_Manager,UPDATE,NO
1902,TRAX,Plan_Materiais,System_Administration,Transaction_Lock_Manager,UPDATE,NO
1903,TRAX,GSE,System_Administration,Transaction_Lock_Manager,UPDATE,NO
1904,TRAX,Simulador,System_Administration,Transaction_Lock_Manager,UPDATE,NO
1905,TRAX,Almoxarifado,System_Administration,Transaction_Lock_Manager,UPDATE,NO
1906,TRAX,Suprimentos,System_Administration,Transaction_Lock_Manager,UPDATE,NO
1907,TRAX,Redelivery,System_Administration,Transaction_Lock_Manager,UPDATE,NO
1908,TRAX,Eng_Manutenção,System_Administration,Transaction_Lock_Manager,UPDATE,NO
1909,TRAX,Plan_Compras,System_Administration,Transaction_Lock_Manager,UPDATE,NO
1910,TRAX,Plan_Manutenção_Linha,System_Administration,TraYES_Application_EYESceptions,UPDATE,NO
1911,TRAX,Plan_Manutenção_Heavy,System_Administration,TraYES_Application_EYESceptions,UPDATE,NO
1912,TRAX,PCP,System_Administration,TraYES_Application_EYESceptions,UPDATE,NO
1913,TRAX,PCO,System_Administration,TraYES_Application_EYESceptions,UPDATE,NO
1914,TRAX,Qualidade_Manutenção,System_Administration,TraYES_Application_EYESceptions,UPDATE,NO
1915,TRAX,Manutenção_Linha,System_Administration,TraYES_Application_EYESceptions,UPDATE,NO
1916,TRAX,MCC,System_Administration,TraYES_Application_EYESceptions,UPDATE,NO
1917,TRAX,Plan_Materiais,System_Administration,TraYES_Application_EYESceptions,UPDATE,NO
1918,TRAX,GSE,System_Administration,TraYES_Application_EYESceptions,UPDATE,NO
1919,TRAX,Simulador,System_Administration,TraYES_Application_EYESceptions,UPDATE,NO
1920,TRAX,Almoxarifado,System_Administration,TraYES_Application_EYESceptions,UPDATE,NO
1921,TRAX,Suprimentos,System_Administration,TraYES_Application_EYESceptions,UPDATE,NO
1922,TRAX,Redelivery,System_Administration,TraYES_Application_EYESceptions,UPDATE,NO
1923,TRAX,Eng_Manutenção,System_Administration,TraYES_Application_EYESceptions,UPDATE,NO
1924,TRAX,Plan_Compras,System_Administration,TraYES_Application_EYESceptions,UPDATE,NO
1925,TRAX,Plan_Manutenção_Linha,System_Administration,TraYES_Custom_Datawindows,UPDATE,NO
1926,TRAX,Plan_Manutenção_Heavy,System_Administration,TraYES_Custom_Datawindows,UPDATE,NO
1927,TRAX,PCP,System_Administration,TraYES_Custom_Datawindows,UPDATE,NO
1928,TRAX,PCO,System_Administration,TraYES_Custom_Datawindows,UPDATE,NO
1929,TRAX,Qualidade_Manutenção,System_Administration,TraYES_Custom_Datawindows,UPDATE,NO
1930,TRAX,Manutenção_Linha,System_Administration,TraYES_Custom_Datawindows,UPDATE,NO
1931,TRAX,MCC,System_Administration,TraYES_Custom_Datawindows,UPDATE,NO
1932,TRAX,Plan_Materiais,System_Administration,TraYES_Custom_Datawindows,UPDATE,NO
1933,TRAX,GSE,System_Administration,TraYES_Custom_Datawindows,UPDATE,NO
1934,TRAX,Simulador,System_Administration,TraYES_Custom_Datawindows,UPDATE,NO
1935,TRAX,Almoxarifado,System_Administration,TraYES_Custom_Datawindows,UPDATE,NO
1936,TRAX,Suprimentos,System_Administration,TraYES_Custom_Datawindows,UPDATE,NO
1937,TRAX,Redelivery,System_Administration,TraYES_Custom_Datawindows,UPDATE,NO
1938,TRAX,Eng_Manutenção,System_Administration,TraYES_Custom_Datawindows,UPDATE,NO
1939,TRAX,Plan_Compras,System_Administration,TraYES_Custom_Datawindows,UPDATE,NO
1940,TRAX,Plan_Manutenção_Linha,System_Administration,TraYES_Custom_Triggers,UPDATE,NO
1941,TRAX,Plan_Manutenção_Heavy,System_Administration,TraYES_Custom_Triggers,UPDATE,NO
1942,TRAX,PCP,System_Administration,TraYES_Custom_Triggers,UPDATE,NO
1943,TRAX,PCO,System_Administration,TraYES_Custom_Triggers,UPDATE,NO
1944,TRAX,Qualidade_Manutenção,System_Administration,TraYES_Custom_Triggers,UPDATE,NO
1945,TRAX,Manutenção_Linha,System_Administration,TraYES_Custom_Triggers,UPDATE,NO
1946,TRAX,MCC,System_Administration,TraYES_Custom_Triggers,UPDATE,NO
1947,TRAX,Plan_Materiais,System_Administration,TraYES_Custom_Triggers,UPDATE,NO
1948,TRAX,GSE,System_Administration,TraYES_Custom_Triggers,UPDATE,NO
1949,TRAX,Simulador,System_Administration,TraYES_Custom_Triggers,UPDATE,NO
1950,TRAX,Almoxarifado,System_Administration,TraYES_Custom_Triggers,UPDATE,NO
1951,TRAX,Suprimentos,System_Administration,TraYES_Custom_Triggers,UPDATE,NO
1952,TRAX,Redelivery,System_Administration,TraYES_Custom_Triggers,UPDATE,NO
1953,TRAX,Eng_Manutenção,System_Administration,TraYES_Custom_Triggers,UPDATE,NO
1954,TRAX,Plan_Compras,System_Administration,TraYES_Custom_Triggers,UPDATE,NO
1955,TRAX,Plan_Manutenção_Linha,System_Administration,TraYES_Custom_Windows,UPDATE,NO
1956,TRAX,Plan_Manutenção_Heavy,System_Administration,TraYES_Custom_Windows,UPDATE,NO
1957,TRAX,PCP,System_Administration,TraYES_Custom_Windows,UPDATE,NO
1958,TRAX,PCO,System_Administration,TraYES_Custom_Windows,UPDATE,NO
1959,TRAX,Qualidade_Manutenção,System_Administration,TraYES_Custom_Windows,UPDATE,NO
1960,TRAX,Manutenção_Linha,System_Administration,TraYES_Custom_Windows,UPDATE,NO
1961,TRAX,MCC,System_Administration,TraYES_Custom_Windows,UPDATE,NO
1962,TRAX,Plan_Materiais,System_Administration,TraYES_Custom_Windows,UPDATE,NO
1963,TRAX,GSE,System_Administration,TraYES_Custom_Windows,UPDATE,NO
1964,TRAX,Simulador,System_Administration,TraYES_Custom_Windows,UPDATE,NO
1965,TRAX,Almoxarifado,System_Administration,TraYES_Custom_Windows,UPDATE,NO
1966,TRAX,Suprimentos,System_Administration,TraYES_Custom_Windows,UPDATE,NO
1967,TRAX,Redelivery,System_Administration,TraYES_Custom_Windows,UPDATE,NO
1968,TRAX,Eng_Manutenção,System_Administration,TraYES_Custom_Windows,UPDATE,NO
1969,TRAX,Plan_Compras,System_Administration,TraYES_Custom_Windows,UPDATE,NO
1970,TRAX,Plan_Manutenção_Linha,System_Administration,TraYES_Database_Jobs,UPDATE,NO
1971,TRAX,Plan_Manutenção_Heavy,System_Administration,TraYES_Database_Jobs,UPDATE,NO
1972,TRAX,PCP,System_Administration,TraYES_Database_Jobs,UPDATE,NO
1973,TRAX,PCO,System_Administration,TraYES_Database_Jobs,UPDATE,NO
1974,TRAX,Qualidade_Manutenção,System_Administration,TraYES_Database_Jobs,UPDATE,NO
1975,TRAX,Manutenção_Linha,System_Administration,TraYES_Database_Jobs,UPDATE,NO
1976,TRAX,MCC,System_Administration,TraYES_Database_Jobs,UPDATE,NO
1977,TRAX,Plan_Materiais,System_Administration,TraYES_Database_Jobs,UPDATE,NO
1978,TRAX,GSE,System_Administration,TraYES_Database_Jobs,UPDATE,NO
1979,TRAX,Simulador,System_Administration,TraYES_Database_Jobs,UPDATE,NO
1980,TRAX,Almoxarifado,System_Administration,TraYES_Database_Jobs,UPDATE,NO
1981,TRAX,Suprimentos,System_Administration,TraYES_Database_Jobs,UPDATE,NO
1982,TRAX,Redelivery,System_Administration,TraYES_Database_Jobs,UPDATE,NO
1983,TRAX,Eng_Manutenção,System_Administration,TraYES_Database_Jobs,UPDATE,NO
1984,TRAX,Plan_Compras,System_Administration,TraYES_Database_Jobs,UPDATE,NO
1985,TRAX,Plan_Manutenção_Linha,System_Administration,TraYES_Datawindow_Field_Control,UPDATE,NO
1986,TRAX,Plan_Manutenção_Heavy,System_Administration,TraYES_Datawindow_Field_Control,UPDATE,NO
1987,TRAX,PCP,System_Administration,TraYES_Datawindow_Field_Control,UPDATE,NO
1988,TRAX,PCO,System_Administration,TraYES_Datawindow_Field_Control,UPDATE,NO
1989,TRAX,Qualidade_Manutenção,System_Administration,TraYES_Datawindow_Field_Control,UPDATE,NO
1990,TRAX,Manutenção_Linha,System_Administration,TraYES_Datawindow_Field_Control,UPDATE,NO
1991,TRAX,MCC,System_Administration,TraYES_Datawindow_Field_Control,UPDATE,NO
1992,TRAX,Plan_Materiais,System_Administration,TraYES_Datawindow_Field_Control,UPDATE,NO
1993,TRAX,GSE,System_Administration,TraYES_Datawindow_Field_Control,UPDATE,NO
1994,TRAX,Simulador,System_Administration,TraYES_Datawindow_Field_Control,UPDATE,NO
1995,TRAX,Almoxarifado,System_Administration,TraYES_Datawindow_Field_Control,UPDATE,NO
1996,TRAX,Suprimentos,System_Administration,TraYES_Datawindow_Field_Control,UPDATE,NO
1997,TRAX,Redelivery,System_Administration,TraYES_Datawindow_Field_Control,UPDATE,NO
1998,TRAX,Eng_Manutenção,System_Administration,TraYES_Datawindow_Field_Control,UPDATE,NO
1999,TRAX,Plan_Compras,System_Administration,TraYES_Datawindow_Field_Control,UPDATE,NO
2000,TRAX,Plan_Manutenção_Linha,System_Administration,TraYES_Datawindow_Update,UPDATE,NO
2001,TRAX,Plan_Manutenção_Heavy,System_Administration,TraYES_Datawindow_Update,UPDATE,NO
2002,TRAX,PCP,System_Administration,TraYES_Datawindow_Update,UPDATE,NO
2003,TRAX,PCO,System_Administration,TraYES_Datawindow_Update,UPDATE,NO
2004,TRAX,Qualidade_Manutenção,System_Administration,TraYES_Datawindow_Update,UPDATE,NO
2005,TRAX,Manutenção_Linha,System_Administration,TraYES_Datawindow_Update,UPDATE,NO
2006,TRAX,MCC,System_Administration,TraYES_Datawindow_Update,UPDATE,NO
2007,TRAX,Plan_Materiais,System_Administration,TraYES_Datawindow_Update,UPDATE,NO
2008,TRAX,GSE,System_Administration,TraYES_Datawindow_Update,UPDATE,NO
2009,TRAX,Simulador,System_Administration,TraYES_Datawindow_Update,UPDATE,NO
2010,TRAX,Almoxarifado,System_Administration,TraYES_Datawindow_Update,UPDATE,NO
2011,TRAX,Suprimentos,System_Administration,TraYES_Datawindow_Update,UPDATE,NO
2012,TRAX,Redelivery,System_Administration,TraYES_Datawindow_Update,UPDATE,NO
2013,TRAX,Eng_Manutenção,System_Administration,TraYES_Datawindow_Update,UPDATE,NO
2014,TRAX,Plan_Compras,System_Administration,TraYES_Datawindow_Update,UPDATE,NO
2015,TRAX,Plan_Manutenção_Linha,System_Administration,TraYES_Dictionary_Report,UPDATE,NO
2016,TRAX,Plan_Manutenção_Heavy,System_Administration,TraYES_Dictionary_Report,UPDATE,NO
2017,TRAX,PCP,System_Administration,TraYES_Dictionary_Report,UPDATE,NO
2018,TRAX,PCO,System_Administration,TraYES_Dictionary_Report,UPDATE,NO
2019,TRAX,Qualidade_Manutenção,System_Administration,TraYES_Dictionary_Report,UPDATE,NO
2020,TRAX,Manutenção_Linha,System_Administration,TraYES_Dictionary_Report,UPDATE,NO
2021,TRAX,MCC,System_Administration,TraYES_Dictionary_Report,UPDATE,NO
2022,TRAX,Plan_Materiais,System_Administration,TraYES_Dictionary_Report,UPDATE,NO
2023,TRAX,GSE,System_Administration,TraYES_Dictionary_Report,UPDATE,NO
2024,TRAX,Simulador,System_Administration,TraYES_Dictionary_Report,UPDATE,NO
2025,TRAX,Almoxarifado,System_Administration,TraYES_Dictionary_Report,UPDATE,NO
2026,TRAX,Suprimentos,System_Administration,TraYES_Dictionary_Report,UPDATE,NO
2027,TRAX,Redelivery,System_Administration,TraYES_Dictionary_Report,UPDATE,NO
2028,TRAX,Eng_Manutenção,System_Administration,TraYES_Dictionary_Report,UPDATE,NO
2029,TRAX,Plan_Compras,System_Administration,TraYES_Dictionary_Report,UPDATE,NO
2030,TRAX,Plan_Manutenção_Linha,System_Administration,TraYES_Dictionary_Tables_Report,UPDATE,NO
2031,TRAX,Plan_Manutenção_Heavy,System_Administration,TraYES_Dictionary_Tables_Report,UPDATE,NO
2032,TRAX,PCP,System_Administration,TraYES_Dictionary_Tables_Report,UPDATE,NO
2033,TRAX,PCO,System_Administration,TraYES_Dictionary_Tables_Report,UPDATE,NO
2034,TRAX,Qualidade_Manutenção,System_Administration,TraYES_Dictionary_Tables_Report,UPDATE,NO
2035,TRAX,Manutenção_Linha,System_Administration,TraYES_Dictionary_Tables_Report,UPDATE,NO
2036,TRAX,MCC,System_Administration,TraYES_Dictionary_Tables_Report,UPDATE,NO
2037,TRAX,Plan_Materiais,System_Administration,TraYES_Dictionary_Tables_Report,UPDATE,NO
2038,TRAX,GSE,System_Administration,TraYES_Dictionary_Tables_Report,UPDATE,NO
2039,TRAX,Simulador,System_Administration,TraYES_Dictionary_Tables_Report,UPDATE,NO
2040,TRAX,Almoxarifado,System_Administration,TraYES_Dictionary_Tables_Report,UPDATE,NO
2041,TRAX,Suprimentos,System_Administration,TraYES_Dictionary_Tables_Report,UPDATE,NO
2042,TRAX,Redelivery,System_Administration,TraYES_Dictionary_Tables_Report,UPDATE,NO
2043,TRAX,Eng_Manutenção,System_Administration,TraYES_Dictionary_Tables_Report,UPDATE,NO
2044,TRAX,Plan_Compras,System_Administration,TraYES_Dictionary_Tables_Report,UPDATE,NO
2045,TRAX,Plan_Manutenção_Linha,System_Administration,TraYES_Field_Sensitive_Tips,UPDATE,NO
2046,TRAX,Plan_Manutenção_Heavy,System_Administration,TraYES_Field_Sensitive_Tips,UPDATE,NO
2047,TRAX,PCP,System_Administration,TraYES_Field_Sensitive_Tips,UPDATE,NO
2048,TRAX,PCO,System_Administration,TraYES_Field_Sensitive_Tips,UPDATE,NO
2049,TRAX,Qualidade_Manutenção,System_Administration,TraYES_Field_Sensitive_Tips,UPDATE,NO
2050,TRAX,Manutenção_Linha,System_Administration,TraYES_Field_Sensitive_Tips,UPDATE,NO
2051,TRAX,MCC,System_Administration,TraYES_Field_Sensitive_Tips,UPDATE,NO
2052,TRAX,Plan_Materiais,System_Administration,TraYES_Field_Sensitive_Tips,UPDATE,NO
2053,TRAX,GSE,System_Administration,TraYES_Field_Sensitive_Tips,UPDATE,NO
2054,TRAX,Simulador,System_Administration,TraYES_Field_Sensitive_Tips,UPDATE,NO
2055,TRAX,Almoxarifado,System_Administration,TraYES_Field_Sensitive_Tips,UPDATE,NO
2056,TRAX,Suprimentos,System_Administration,TraYES_Field_Sensitive_Tips,UPDATE,NO
2057,TRAX,Redelivery,System_Administration,TraYES_Field_Sensitive_Tips,UPDATE,NO
2058,TRAX,Eng_Manutenção,System_Administration,TraYES_Field_Sensitive_Tips,UPDATE,NO
2059,TRAX,Plan_Compras,System_Administration,TraYES_Field_Sensitive_Tips,UPDATE,NO
2060,TRAX,Plan_Manutenção_Linha,System_Administration,TraYES_Interface_Error,UPDATE,NO
2061,TRAX,Plan_Manutenção_Heavy,System_Administration,TraYES_Interface_Error,UPDATE,NO
2062,TRAX,PCP,System_Administration,TraYES_Interface_Error,UPDATE,NO
2063,TRAX,PCO,System_Administration,TraYES_Interface_Error,UPDATE,NO
2064,TRAX,Qualidade_Manutenção,System_Administration,TraYES_Interface_Error,UPDATE,NO
2065,TRAX,Manutenção_Linha,System_Administration,TraYES_Interface_Error,UPDATE,NO
2066,TRAX,MCC,System_Administration,TraYES_Interface_Error,UPDATE,NO
2067,TRAX,Plan_Materiais,System_Administration,TraYES_Interface_Error,UPDATE,NO
2068,TRAX,GSE,System_Administration,TraYES_Interface_Error,UPDATE,NO
2069,TRAX,Simulador,System_Administration,TraYES_Interface_Error,UPDATE,NO
2070,TRAX,Almoxarifado,System_Administration,TraYES_Interface_Error,UPDATE,NO
2071,TRAX,Suprimentos,System_Administration,TraYES_Interface_Error,UPDATE,NO
